"Pain starting in my chest and moving into my neck and both arms.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Heart-Attack.html"",""Heart attack"")",
"Feeling intense pressure in my chest with sudden vomiting and shortness of breath.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Heart-Attack.html"",""Heart attack"")",

"A sudden high temperature with extreme tiredness and weakness throughout my body.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Feeling extremely tired with general aches and pains all over my body.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Severe headache with high fever and a dry, chesty cough that won't stop.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Sore throat with difficulty sleeping due to body aches and persistent cough.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Complete loss of appetite along with feeling sick and having diarrhoea.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Experiencing chills and high fever with general body weakness.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Runny or blocked nose with sneezing and a persistent dry cough.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Tummy pain and feeling sick with high temperature and body aches.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Muscle aches so severe they're preventing me from sleeping at night.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",
"Extreme fatigue that makes it hard to get out of bed, with headache and fever.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Flu.html"",""Flu"")",

"Developing a rash of red, itchy spots that are turning into fluid-filled blisters.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Itchy spots appearing behind my ears and over my scalp that are becoming blisters.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Blisters on my chest and belly that are crusting over to form scabs.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Spots appearing on my arms and legs that are incredibly itchy and fluid-filled.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"High temperature around 38.5°C with spots inside my mouth and on my body.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Feeling sick with high fever and aching muscles before the rash appeared.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Severe headache with loss of appetite and now spots appearing everywhere.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Itchy blisters on my palms and soles that are at different stages of healing.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Spots in the nappy area and inside mouth making eating and drinking painful.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",
"Blisters that have crusted over and are starting to drop off, with some scarring.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Chickenpox.html"",""Chickenpox"")",

"Finding it extremely difficult to fall asleep no matter how tired I feel.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Lying awake for long periods at night, sometimes for hours, unable to sleep.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Waking up several times during the night and struggling to get back to sleep.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Waking up early in the morning around 3-4 AM and not being able to sleep again.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Not feeling refreshed when I get up in the morning, despite being in bed for hours.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Feeling exhausted but finding it impossible to nap during the day.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Feeling tired and irritable during the day with significant difficulty concentrating.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Constant fatigue from poor sleep is affecting my work performance and mood.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Sleep problems are making me irritable and I'm having trouble focusing at work.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
"Despite extreme tiredness, I just can't seem to fall asleep or stay asleep through the night.",,"=HYPERLINK(""http://127.0.0.1:5500/medico/Diseases/Insomnia.html"",""Insomnia"")",
